Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Tipo de Atividade;Natureza Jurídica;Línguas;Especialidades
MANTOANELLI  PIZZARIA E EVENTOS LTDA;MANTOANELLI PIZZARIA E EVENTOS LTDA;23.369.584/0001-72;MICROEMPRESA;29/09/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;88270-000;SC;Nova Trento; - ;RUA ALFERES, 1215;;(47)3065-6165;RESTAURANTE@TOPHAUS.NET.BR;RESTAURANTE@TOPHAUS.NET.BR; - ;27/08/2018 13:42:35;27/08/2020 13:42:35;23.369.584/0001-72;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional|Brasileira
ANA PAULA DE ASSIS SANTANA 97015016400;QUENTINHA DA ANA;23.373.402/0001-37;MICROEMPRESA;29/09/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;59297-464;RN;São Gonçalo do Amarante;Santo Antônio do Potengi;Av Engenheiro Roberto Bezerra Freire, 388;Santo Antonio do Potengi;(84)3278-2833;anapaulasantana1234@hotmail.com;anapaulasantana1234@hotmail.com; - ;14/06/2019 11:33:24;14/06/2021 11:33:24;23.373.402/0001-37;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira|Cozinha regional
THAYNARA LORRAINE DE MATOS ZANON 10198559917;SALGADOS EL-SHADAY;23.373.761/0001-94;MICROEMPRESA;29/09/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;84290-000;PR;Sapopema; - ;Av. Manoel Ribas 90;;(43)8427-6656;jonasgodeny@yahoo.com.br;jonasgodeny@yahoo.com.br; - ;28/05/2018 15:11:56;28/05/2020 15:11:56;23.373.761/0001-94;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário Individual; - ;Cozinha regional
JORDANA LORENCINI 12031314700;CASA DE CARNES DO CAMPO;23.392.181/0001-44;MICROEMPRESA;01/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;29230-000;ES;Anchieta; - ;Av.virgilio Lorencini,  Alto Pongal;;(28)9925-1080;petriironi@hotmail.com;petriironi@hotmail.com; casadecarnes@ironicarnes. Google (casa de carne Do Campo);17/05/2019 13:58:47;17/05/2021 13:58:47;23.392.181/0001-44;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Similar;Empresário Individual; - ;Italiana
RESTAURANTE ZENITH GOURMET EIRELI;-;23.419.734/0001-05;EMPRESA DE PEQUENO PORTE;06/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;11680-000;SP;Ubatuba; - ;Rua Paul Harris, 40, Praia Grande;Restaurante 02;(12)3832-3440;INFO@IDEALCONTABIL.COM.BR;INFO@IDEALCONTABIL.COM.BR; - ;03/07/2018 14:21:40;03/07/2020 14:21:40;23.419.734/0001-05;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira
ESPACO GASTRONOMICO DE OLHO NA SERRA LTDA - ME;ESPAÇO GASTRONOMICO DE OLHO NA SERRA;23.420.484/0001-23;MICROEMPRESA;05/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;76600-000;GO;Goiás; - ;Sem Logradouro; - ;(64)9813-3146;aerph032017@gmail.com;aerph032017@gmail.com; - ;11/12/2017 16:47:56;11/12/2019 00:00:00;23.420.484/0001-23;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
WILSON JOSE CARVALHO;PIZZARIA ROTA DA NEVE;23.422.233/0001-88;MICROEMPRESA;06/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;88650-000;SC;Urubici; - ;Avenida Adolfo Konder;;(49)9184-0827;wilsonjscarvalho@gmail.com;wilsonjscarvalho@gmail.com; - ;29/04/2019 14:21:04;29/04/2021 14:21:04;23.422.233/0001-88;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário (Individual); - ;Brasileira
MARIA TOMASIA PAZ TASCA 59404841900;SITIO ESPERANÇA;23.424.517/0001-03;MICROEMPRESA;06/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;88880-000;SC;Lauro Müller; - ;Sem Logradouro; - ;(48)3464-4431;tomasiapaz@hotmail.com;tomasiapaz@hotmail.com; - ;28/11/2017 19:01:05;28/11/2019 00:00:00;23.424.517/0001-03;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Empresário Individual; - ; - 
JOSE HELERIANO RODRIGUES DE SOUZA - ME;LA NA CUSTODIA;23.430.021/0001-42;MICROEMPRESA;07/10/2015;Em Implantação;Restaurante, Cafeteria, Bar e Similares;79180-000;MS;Ribas do Rio Pardo;Campestre I; - ; - ;(67)9990-1707;joseheleriano@gmail.com;joseheleriano@gmail.com; - ;06/10/2017 10:17:11;06/10/2019 00:00:00;23.430.021/0001-42;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário (Individual); - ; - 
FABIO MESQUITA 08458663627;PAULO DAS TRUTAS;23.438.966/0001-00;MICROEMPRESA;08/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;37680-000;MG;Gonçalves; - ;Antonio Caetano da Rosa, 173;;(35)9918-2431;nftrutas@gmail.com;NFTRUTAS@GMAIL.COM; - ;11/03/2019 09:54:54;11/03/2021 09:54:54;23.438.966/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
MARINEIDE BARROS CARDOSO;DONA NEIDE COMIDA CASEIRA E ETC;23.439.678/0001-70;MICROEMPRESA;08/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;77330-000;TO;Arraias; - ;Rua Salvador Francisco de Azevedo ;SN, qd 55 Setor Central;(62)9857-2223;cultura.arraias@gmail.com;cultura.arraias@gmail.com; - ;10/06/2019 10:29:41;10/06/2021 10:29:41;23.439.678/0001-70;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
LUCIELMA MELO DE CIRQUEIRA;PENIEL LANCHES;23.449.049/0001-21;MICROEMPRESA;09/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;78650-000;MT;Santa Terezinha; - ;praça;centro;(66)3558-1263;hernandes140@hotmail.com;hernandes140@hotmail.com; - ;18/02/2019 17:20:33;18/02/2021 17:20:33;23.449.049/0001-21;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Portuguesa|Portuguesa|Brasileira
OLIVIA MACEDO DE OLIVEIRA 13964980790;D'CASTRO TORTAS;23.451.866/0001-14;MICROEMPRESA;10/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;28930-000;RJ;Arraial do Cabo; - ;Rua Marechal Deodoro da Fonseca;Csa;(22)9740-9489;dcastrotortas@gmail.com;dcastrotortas@gmail.com;;05/12/2018 12:07:12;05/12/2020 12:07:12;23.451.866/0001-14;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário Individual; - ;Brasileira
SILVIO FERREIRA DOS SANTOS;SILVINHOS BAR;23.457.292/0001-91;MICROEMPRESA;13/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;48800-000;BA;Monte Santo; - ;rua laurentino silva;;(75)9137-7766;SILVINHOSBAR20@GMAIL.COM;SILVINHOSBAR20@GMAIL.COM; - ;27/05/2019 15:50:08;27/05/2021 15:50:08;23.457.292/0001-91;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Empresário (Individual); - ;Cozinha regional
CAIO DE HOLLANDA DIAS;RESTAURANTE NO DE PINHO;23.460.229/0001-04;MICROEMPRESA;13/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;37680-000;MG;Gonçalves; - ;Bairro Retiro;S/N;(35)3654-1362;CONTABILIDADE.NAIRJESUS@HOTMAIL.COM;reservas@solardaraucaria.com.br;noempinho.com.br;04/01/2019 09:36:25;04/01/2021 09:36:25;23.460.229/0001-04;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Inglês;Brasileira
CERVEJARIA LAGUNA LTDA;LAGUNA BREWERY COMPANY;23.465.504/0001-82;MICROEMPRESA;14/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;88790-000;SC;Laguna; - ;Sem Logradouro; - ;(48)9846-4420;viniciusbratti@hotmail.com;viniciusbratti@hotmail.com;facebook.com/lagunacraftbeer;15/09/2017 16:00:05;15/09/2019 00:00:00;23.465.504/0001-82;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Sociedade Empresária Limitada;Inglês;Brasileira
SUBBAGE COMERCIO DE ALIMENTOS LTDA;SUBWAY BAGE;23.466.316/0001-79;EMPRESA DE PEQUENO PORTE;13/10/2015;Em Implantação;Restaurante, Cafeteria, Bar e Similares;96400-410;RS;Bagé;Centro;Presidente Vargas; - ;(53)8112-9042;orengogiancarlo@hotmail.com;orengogiancarlo@hotmail.com; - ;11/04/2018 14:41:25;11/04/2020 14:41:25;23.466.316/0001-79;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Espanhol;Americana
ARCA PARQUE DIVERSOES LTDA;ARCA PARQUE DIVERSÕES;23.477.735/0001-06;DEMAIS;15/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;75380-000;GO;Trindade; - ;Sem Logradouro; - ;(62)3086-1183;julianacastro@arcaparque.com.br;julianacastro@arcaparque.com.br;www.arcaparque.com.br;03/08/2017 09:37:54;03/08/2019 00:00:00;23.477.735/0001-06;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional
ISRAEL BRAGA NOGUEIRA 02774304105;HOSTEL SITIO AGUAS LINDAS;23.484.050/0001-97;MICROEMPRESA;16/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;23970-000;RJ;Paraty; - ;Sem Logradouro; - ;(24)3371-1100;israel.braga.nfse@gmail.com;israel.braga.nfse@gmail.com; - ;10/11/2017 10:44:27;10/11/2019 00:00:00;23.484.050/0001-97;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual; - ; - 
M R LANCHES LTDA;BUTIKIM SERRANO;23.485.577/0001-36;MICROEMPRESA;09/09/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;62360-000;CE;Ibiapina; - ;Praça da liberdade;;(88)3653-1311;camilaamadeu-cmc@hotmail.com;camilaamadeu-cmc@hotmail.com; - ;04/10/2018 08:05:05;04/10/2020 08:05:05;23.485.577/0001-36;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Portuguesa
DOELIA RIBEIRO DOS SANTOS 02043579185;RESTAURANTE CAPIM DOURADO;23.497.473/0001-41;MICROEMPRESA;19/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;77593-000;TO;Mateiros; - ;Sem Logradouro; - ;(63)9995-3272;andreedinapej@hotmail.com;manojalapao@gmail.com; - ;20/09/2017 09:29:44;20/09/2019 00:00:00;23.497.473/0001-41;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual; - ; - 
GIL DIAS - EIRELI;GELA BOCA SORVETES;23.509.233/0001-10;MICROEMPRESA;21/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;86604-094;PR;Rolândia;Vila Oliveira;Topázio, 740;;(43)3015-2803;rolandia@gelaboca.com.br;rolandia@gelaboca.com;https://www.facebook.com/gelabocarolandia/;21/02/2019 12:00:25;21/02/2021 12:00:25;23.509.233/0001-10;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira|Cozinha regional
K.COELHO LANCHONETE E RESTAURANTE EIRELI;Restaurante Trapandé;23.511.636/0001-01;MICROEMPRESA;21/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;11990-000;SP;Cananéia; - ;Rua Joao de Souza 69;;(13)3851-1167;canabeach@globo.com;canabeach@globo.com; - ;04/06/2018 10:58:52;04/06/2020 10:58:52;23.511.636/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Português|Inglês;Brasileira
LUPRI RESTAURANTE LTDA;SUBWAY;23.518.351/0001-94;MICROEMPRESA;21/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;79002-070;MS;Campo Grande;Centro;Av. Afonso Pena nº 1743 ;Centro ;(67)3201-1179;CONTECOMS@UOL.COM.BR;subway.lupri@outlook.com; - ;23/05/2018 12:52:12;23/05/2020 12:52:12;23.518.351/0001-94;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Americana
REGINALDO ALVES LAUREANO 03100900910;RESTAURANTE SABOR DA ROCA;23.536.944/0001-83;MICROEMPRESA;26/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;88715-000;SC;Jaguaruna; - ;Sem Logradouro; - ;(48)9969-0954;alves.camacho@hotmail.com;alves.camacho@hotmail.com; - ;22/08/2017 15:13:08;22/08/2019 00:00:00;23.536.944/0001-83;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual; - ; - 
A M SANTANA STORTI EIRELI;RESTAURANTE FOGAO DE LENHA;23.541.091/0001-78;MICROEMPRESA;26/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;68580-000;PA;Itupiranga; - ;TRAVESSA ARACUAN, S/N;CAJAZEIRAS ;(94)9881-0828;restaurantefogaodelenha.itupiranga@hotmail.com;restaurantefogaodelenha.itupiranga@hotmail.com; - ;28/06/2019 13:55:38;28/06/2021 13:55:38;23.541.091/0001-78;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Cozinha regional
MARCOS ANTONIO PEREIRA DE JESUS 03354979690;DU MINERO;23.552.103/0001-60;MICROEMPRESA;27/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;78398-000;MT;Porto Estrela; - ;Rua Castelo Branco;;(31)9862-8729;mkmarkito@hotmail.com;mkmarkito@hotmail.com; - ;13/06/2019 15:15:09;13/06/2021 15:15:09;23.552.103/0001-60;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira
ALEXANDRE HARTMANN 43121390082;BARCO - LAZER NAUTICO;23.568.198/0001-00;MICROEMPRESA;29/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;90810-240;RS;Porto Alegre;Praia de Belas;Padre Cacique;1877;(51)9998-3007;alexandre@barco.tur.br;alexandre@barco.tur.br;barco.tur.br;18/12/2018 13:32:07;18/12/2020 13:32:07;23.568.198/0001-00;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Empresário Individual; - ;Cozinha regional
VIVIANE JUSTO DOS SANTOS ROCHA 05572165670;PADARIA BONSUCESSO ELE E ELA;23.570.451/0001-60;MICROEMPRESA;29/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;36720-000;MG;Volta Grande; - ;Rua Mario Americo Bittencourt 594;;(32)3462-2478;dark.joana1972@hotmail.com;dark.joana1972@hotmail.com; - ;17/10/2018 16:31:39;17/10/2020 16:31:39;23.570.451/0001-60;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário Individual; - ;Brasileira
DAVID LIMAS AGUIAR 11433870665;SORVETERIA E LANCHONETE NO GRAU;23.571.451/0001-84;MICROEMPRESA;29/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;39835-000;MG;Campanário; - ;Rua Itambacuri;;(33)9961-8480;dlimad06@gmail.com;dlimad06@gmail.com; - ;09/05/2018 09:47:26;09/05/2020 09:47:26;23.571.451/0001-84;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Bar;Empresário (Individual);Português;Brasileira
CASA DE MAINHA REFEI  ES LTDA;CASA DE MAINHA REFEIÇÕES;23.586.875/0001-12;MICROEMPRESA;03/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;57035-000;AL;Maceió;Ponta Verde;Engenheiro Mário de Gusmão; - ;(82)3317-2897;gerencia@grupobenamor.com;gerencia@grupobenamor.com;www.restaurantecasademainha.com;13/03/2019 12:29:24;13/03/2021 12:29:24;23.586.875/0001-12;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional
ANTONIA ELANA MUNIZ DE OLIVEIRA 00928691497;RESTAURANTE LM;23.588.185/0001-00;MICROEMPRESA;03/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;37640-000;MG;Extrema; - ;Salto;;(11)9518-9425;restauranteelanchonetelm@gmail.com;restauranteelanchonetelm@gmail.com; - ;30/01/2019 16:30:33;30/01/2021 16:30:33;23.588.185/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira
EVA DOS SANTOS DE MATOS 27880257349;ESM-REFEICOES E SERVICOS;23.589.907/0001-33;MICROEMPRESA;03/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;68447-000;PA;Vila dos Cabanos; - ;Rua. Germano Aranha, S/N;;(91)9845-7714;evamatos247@gmail.com;evamatos247@gmail.com; - ;13/05/2019 10:47:32;13/05/2021 10:47:32;23.589.907/0001-33;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual; - ;Cozinha regional
LUCINEIDE JOSE GINUINO FERREIRA 03977328484;BAR E RESTAURANTE PONTO CERTO;23.594.338/0001-14;MICROEMPRESA;04/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;58595-000;PB;Caraúbas; - ;Rua Vereador José Fernandes do Nascimento, 999;Centro;(83)8890-2257;barestaurantepc@gmail.com;barestaurantepc@gmail.com; - ;30/05/2019 16:52:51;30/05/2021 16:52:51;23.594.338/0001-14;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira|Cozinha regional
BRUNO JOSE DE OLIVEIRA 11424007437;ESPACO ECOLOGICO ACONCHEGO;23.600.769/0001-46;MICROEMPRESA;05/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;57460-000;AL;Piranhas; - ;centro histórico Piranhas AL;;(82)8160-8929;financeiroespacoaconchego@gmail.com;financeiroespacoaconchego@gmail.com; - ;08/05/2019 16:20:20;08/05/2021 16:20:20;23.600.769/0001-46;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual;Português|Espanhol;Brasileira|Cozinha regional
CASA GRANDE SERVICOS DE HOSPEDAGEM E ALIMENTACAO LTDA;BOTECO TERAPIA;23.604.652/0001-30;MICROEMPRESA;05/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;29230-000;ES;Anchieta; - ;DOM HELVECIO GOMES DE OLIVEIRA;180 Praia Costa Azul Iriri;(28)9948-1056;BETO.POUSADOCA@YAHOO.COM.BR;BETO.POUSADOCA@YAHOO.COM.BR; - ;29/05/2019 10:26:45;29/05/2021 10:26:45;23.604.652/0001-30;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
RESERVAS VOTORANTIM LTDA.;Reservas Votorantim LTDA.;23.613.510/0002-10;DEMAIS;11/02/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;11850-000;SP;Miracatu;Portal de Versalhes 1;Rodovia Regis Bittencourt, km 394, S/N;;(13)9910-4057;contato@legadodasaguas.com.br;contato@legadodasaguas.com.br;http://legadodasaguas.com.br/;11/03/2019 15:01:02;11/03/2021 15:01:02;23.613.510/0002-10;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Brasileira|Cozinha regional
M A L GOMES POUSADA E RESTAURANTE LTDA;QUINTA DOS MANACÁS- RESTAURANTE;23.625.455/0001-06;EMPRESA DE PEQUENO PORTE;09/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;29375-000;ES;Venda Nova do Imigrante; - ;Sem Logradouro; - ;(28)3333-5062;contato@quintadosmanacas.com.br;contato@quintadosmanacas.com.br;www.quintadosmanacas.com.br;30/05/2018 10:24:42;30/05/2020 10:24:42;23.625.455/0001-06;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Espanhol|Inglês;Brasileira|Cozinha regional|Francesa
J F BRITO;FROTA HOTEL;23.635.246/0001-35;DEMAIS;15/05/1989;Em Operação;Restaurante, Cafeteria, Bar e Similares;64019-750;PI;Teresina;Pio XII;Murilo Braga; - ;3229-7365;fdlustosa@ig.com.br;fdlustosa@ig.com.br; - ;04/05/2018 08:48:54;04/05/2020 08:48:54;23.635.246/0001-35;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário (Individual); - ;Brasileira
A A ORSI RESTAURANTE;BAMBINI BUFFET E EVENTOS;23.637.376/0001-07;MICROEMPRESA;10/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;88270-000;SC;Nova Trento; - ;Rua Nossa Senhora do Bom Socorro;;(48)3267-0623;contato@festasbambini.com.br;contato@festasbambini.com.br;www.museufestas.com.br;10/09/2018 13:12:52;10/09/2020 13:12:52;23.637.376/0001-07;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Francesa|Alemã
DAMIANA MARIZETE DA SILVA 25171055882;POR DO SOL;23.641.412/0001-06;MICROEMPRESA;11/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;59578-000;RN;Rio do Fogo; - ;VIA PRINCIPAL POVOADO MUTUCA N° 41;PRAIA DE PITITINGA;(84)9980-3007;smtriodofogo@gmail.com;smtriodofogo@gmail.com; - ;05/02/2019 11:14:01;05/02/2021 11:14:01;23.641.412/0001-06;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual;Português;Brasileira
MARIO RENATO REZENDE MARTINS 74810251772;HOSPEDARIA CASA DO LAGO;23.643.928/0001-90;MICROEMPRESA;11/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;29580-000;ES;Dores do Rio Preto; - ;estrada parque;Forquilha do RIo;(28)9994-7020;mariorenatomartins@gmail.com;mariorenatomartins@gmail.com;http://www.docaparao.com.br;10/05/2019 09:23:22;10/05/2021 09:23:22;23.643.928/0001-90;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Inglês;Italiana|Brasileira
ERS COMERCIO DE ALIMENTOS EIRELI;THE CAPITAL BURGER CAFE;23.645.749/0001-91;MICROEMPRESA;11/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;09400-120;SP;Ribeirão Pires;Centro;Leonardo Mecca; - ;(11)4513-5929;FLAVIO@ESCRITORIOCONTABILETICA.COM.BR;FLAVIO@ESCRITORIOCONTABILETICA.COM.BR; - ;15/03/2019 12:30:04;15/03/2021 12:30:04;23.645.749/0001-91;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira
PENINSULA BAIANA OH BAR LTDA ME;OH BAR;23.646.970/0001-64;MICROEMPRESA;11/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;45520-000;BA;Maraú; - ;Rua Ponta do Mutá;s/n;(54)9990-3490;contato@obar.art.br;contato@obar.art.br;www.obar.art.br;02/05/2019 10:40:10;02/05/2021 10:40:10;23.646.970/0001-64;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês|Espanhol;Brasileira|Cozinha regional
FRANCISCO GLAUBER DOS SANTOS NERI FILHO;RESTAURANTE PEDRA RACHADA MAIS KI RAPAZ;23.647.943/0001-06;MICROEMPRESA;11/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;62680-000;CE;Paracuru; - ;Pa do Canto Pedra Rachada S/N;Comercio ;(85)8941-8894;glauber0filho@gmail.com;glauber0filho@gmail.com; - ;15/05/2019 17:24:45;15/05/2021 17:24:45;23.647.943/0001-06;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Português|Inglês|Espanhol;Brasileira|Cozinha regional
D A MOREIRA RESTAURANTE;MANJERICAO RESTAURANTE;23.656.823/0001-75;MICROEMPRESA;10/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;87395-000;PR;Rancho Alegre d'Oeste; - ;Avenida Paraná, Centro;508;(44)9930-3010;prefeiturarancho@msn.com;prefeiturarancho@msn.com; - ;27/06/2019 15:44:18;27/06/2021 15:44:18;23.656.823/0001-75;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Português;Brasileira|Portuguesa
RAFAEL MARTINS CRUZ 48351172804;JAGUARI HILLS;23.658.683/0001-74;MICROEMPRESA;13/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;37640-000;MG;Extrema; - ;ESTRADA MUNICIPAL BENEDITO THOMAS DA SILVA;;(35)9983-1565;senhor.cru@gmail.com;senhor.cruz@gmail.com;https://www.facebook.com/Jaguari-Hills-1633139023447427/;17/07/2018 09:50:07;17/07/2020 09:50:07;23.658.683/0001-74;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Similar;Empresário Individual;Português;Brasileira
JONATHA C REIS;PONTO CERTO;23.671.448/0001-32;MICROEMPRESA;16/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;39695-000;MG;Franciscópolis; - ;Avenida Presidente Kennedy, 335, Centro, Franciscópolis;;(33)3514-1301;CONTAFFI@HOTMAIL.COM;CONTAFFI@HOTMAIL.COM; - ;16/05/2018 10:34:02;16/05/2020 10:34:02;23.671.448/0001-32;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
BAR E RESTAURANTE DO MOREIRA LTDA;Bar e Restaurante do Miguel;23.682.251/0001-07;MICROEMPRESA;17/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;35450-000;MG;Itabirito; - ;Fazenda Olaria s/nº;;(31)9974-2566;barmiguelmoreira@gmail.com;barmiguelmoreira@gmail.com; - ;21/03/2019 15:35:08;21/03/2021 15:35:08;23.682.251/0001-07;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
AUGUSTO THOMAZ NETO 01958694940;TEXAS BAR;23.700.460/0001-28;MICROEMPRESA;19/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;84500-000;PR;Irati; - ;Rua Sete de Setembro, 197;;(42)9858-7000;texasbarirati@gmail.com;texasbarirati@gmail.com; - ;28/08/2018 08:49:38;28/08/2020 08:49:38;23.700.460/0001-28;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Empresário Individual; - ;Brasileira
