Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Tipo de Atividade;Natureza Jurídica;Línguas;Especialidades
JOAO SIVALDO DIAS NUNES 57695229253;restaurante nova opção;14.085.290/0001-28;MICROEMPRESA;09/08/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;68180-140;PA;Itaituba;Comércio;Juvenal Lima; - ;(93)3518-5083;brunazulay@gmail.com;brunazulay@gmail.com; - ;06/04/2018 13:17:28;06/04/2020 13:17:28;14.085.290/0001-28;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Cozinha regional|Brasileira
EMPORIO SERRA DO SOL LTDA;EMPORIO SERRA DO SOL;14.103.401/0001-81;MICROEMPRESA;11/08/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;88650-000;SC;Urubici; - ;avenida adolfo konder, 2273;sala 2;(49)3278-4107;marcuszilli@pousadadasfloresurubici.com.br;marcuszilli@pousadadasfloresurubici.com.br; - ;23/04/2018 13:35:02;23/04/2020 13:35:02;14.103.401/0001-81;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês|Espanhol;Italiana
LANCHONETE SANTAILHA BELA 8 LTDA;LANCHONETE SANTAILHA BELA;14.112.731/0001-33;MICROEMPRESA;03/08/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;11630-000;SP;Ilhabela; - ;Av Princesa Isabel n°1417 loja 6 Pereque;;(12)3896-1753;SUBWAYILHABELA@GMAIL.COM;SUBWAYILHABELA@GMAIL.COM; - ;01/08/2018 14:05:01;01/08/2020 14:05:01;14.112.731/0001-33;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Americana|Brasileira
JOSE VAGNER MEDEIROS - ME;FAVORITA;14.174.705/0001-30;MICROEMPRESA;24/08/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;79180-000;MS;Ribas do Rio Pardo; - ;Sem Logradouro; - ;(67)9986-9006;jvagner80@hotmail.com;jvagner80@hotmail.com; - ;27/11/2017 14:33:17;27/11/2019 00:00:00;14.174.705/0001-30;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Italiana
MARIA ALAIDE PEREIRA DOS SANTOS 83423109653;POUSADA E RESTAURANTE REAL ;14.223.699/0001-63;MICROEMPRESA;01/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;39816-000;MG;Catuji; - ;R ALTAMIRA, 02, Centro, Catuji;Casa;(33)3532-9246;fernandadailde@hotmail.com;ctpedraspreciosas@gmail.com; - ;26/07/2018 09:34:59;26/07/2020 09:34:59;14.223.699/0001-63;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira
CAFE COM PAO PANIFICIOS EIRELI  - ME;CAFE COM PAO;14.234.209/0001-24;MICROEMPRESA;01/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Sem Logradouro; - ;(64)3453-0305;cafecompao@hotmail.com;cafecompao@hotmail.com; - ;20/03/2017 15:56:14;20/03/2019 00:00:00;14.234.209/0001-24;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira
PATRICIA NASSAR PINHEIRO SOARES; BAR DO BANANA ;14.240.249/0001-89;MICROEMPRESA;01/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;89240-000;SC;São Francisco do Sul; - ;Sem Logradouro; - ;(47)3444-0785;contato@bardobanana.com.br;contato@bardobanana.com.br;www.bardobanana.com.br;29/08/2017 18:39:19;29/08/2019 00:00:00;14.240.249/0001-89;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Espanhol|Inglês;Brasileira
LUIZA TEIXEIRA DOS SANTOS 78874599668;RESTAURANTE L & D;14.279.208/0001-04;MICROEMPRESA;13/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;39644-000;MG;Francisco Badaró; - ;Endereço: Avenida João Pinheiro, nº 13 -Bairro Fátima ;;(33)3738-1283;zesantos@uai.com.br;zesantos@uai.com.br; - ;04/06/2018 09:28:51;04/06/2020 09:28:51;14.279.208/0001-04;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira
TEREZA FERREIRA;PALHOÇA RESTAURANTE;14.287.783/0001-40;MICROEMPRESA;29/09/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;69932-000;AC;Brasiléia; - ;Sem Logradouro; - ;(68)9206-7319;junio_palhoca@hotmail.com;junio_palhoca@hotmail.com; - ;02/05/2017 11:40:28;02/05/2019 00:00:00;14.287.783/0001-40;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
CHURRASCARIA HOTEL TRIANGULO LTDA;HOTEL TRIANGULO;14.292.452/0001-07;MICROEMPRESA;18/12/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;69908-680;AC;Rio Branco;Loteamento Santa Helena;Eródis; - ;(68)3224-9206;triangulo@hotmail.com;triangulo@hotmail.com; - ;11/04/2017 11:58:44;11/04/2019 00:00:00;14.292.452/0001-07;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
CHURRASCARIA ESTRELA LTDA;CHURRASCARIA ESTRELA;14.292.585/0001-75;MICROEMPRESA;18/12/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;69908-680;AC;Rio Branco;Loteamento Santa Helena;Eródis; - ;(68)3222-7760;chuestrela@gmail.com;chuestrela@gmail.com; - ;19/06/2017 17:12:18;19/06/2019 00:00:00;14.292.585/0001-75;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
AGNALDO MOREIRA DOS SANTOS SOBRINHO 51927748291;lanche batuba;14.293.965/0001-24;MICROEMPRESA;15/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;68180-005;PA;Itaituba;Comércio;Doutor Hugo de Mendonça;- de 911/912 ao fim;(93)3518-3708;agnaldobatuba@hotmail.com;brunazulay@gmail.com;agnaldobatuba@hotmail.com;06/04/2018 13:19:51;06/04/2020 13:19:51;14.293.965/0001-24;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Cafeteria;Empresário Individual; - ;Brasileira|Cozinha regional|Portuguesa
D PEREIRA DA SILVA MARTINS - ME;TARANTELLA RESTAURANTE;14.313.369/0001-69;MICROEMPRESA;16/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;76370-000;GO;Pilar de Goiás; - ;Sem Logradouro; - ;(62)3365-1066;dirleipereira45@gmail.com;dirleipereira45@gmail.com; - ;13/06/2017 10:51:58;13/06/2019 00:00:00;14.313.369/0001-69;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
GMZ COMERCIO DE ALIMENTOS LTDA - EPP;FRAN'S CAFÉ;14.314.724/0001-14;EMPRESA DE PEQUENO PORTE;14/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;70673-613;DF;Brasília;Setor Sudoeste;CLSW 302 Bloco C; - ;(61)9862-4555;hugo@volpeconsultoria.com;hugo@volpeconsultoria.com; - ;23/05/2017 17:32:40;23/05/2019 00:00:00;14.314.724/0001-14;5611-2/01 - RESTAURANTES E SIMILARES;Cafeteria;Sociedade Empresária Limitada;Inglês;Americana
TEMPERO VERDE BAR E RESTAURANTE LTDA;Casa Feijuca Bar e Comida Brasileira;14.318.837/0001-98;EMPRESA DE PEQUENO PORTE;20/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;89160-240;SC;Rio do Sul;Jardim América;Aristiliano Ramos, 1800;;(47)3521-7948;riodosul@casafeijuca.com.br;riodosul@casafeijuca.com.br;www.casafeijuca.com.br;22/06/2018 17:51:22;22/06/2020 17:51:22;14.318.837/0001-98;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
CLAUDIO VICENTE TEODORO PRIMO 04181335658;LANCHONETE & SORVETERIA GIGA BYTES;14.319.342/0001-83;MICROEMPRESA;20/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;39644-000;MG;Francisco Badaró; - ;AVENIDA JOÃO PAULO II, Nº 31 - FÁTIMA;;(33)8824-5069;cpklaudinho27@gmail.com;cpklaudinho27@gmail.com; - ;28/06/2018 11:25:51;28/06/2020 11:25:51;14.319.342/0001-83;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Similar;Empresário Individual; - ;Brasileira
LUCILENE CORREA DA SILVA 64936317268;LANCHONETE ""ALGO TÃO DOCE"";14.323.814/0001-71;MICROEMPRESA;21/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;68600-000;PA;Bragança; - ;Sem Logradouro; - ;(91)9817-8929;lucilene_1177@hotmail.com;lucilene_1177@hotmail.com; - ;19/05/2017 12:47:43;19/05/2019 00:00:00;14.323.814/0001-71;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual; - ; - 
MSO RESTAURANTE LTDA - ME;RESTAURANTE FORNO FOGÃO;14.327.877/0001-04;MICROEMPRESA;16/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;76510-000;GO;Crixás; - ;Sem Logradouro; - ;(62)3365-1793;metacontabil@brturbo.com.br;metacontabil@brturbo.com.br; - ;13/06/2017 16:53:54;13/06/2019 00:00:00;14.327.877/0001-04;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional
A S DE OLIVEIRA;RESTAURANTE PARAENCE;14.329.809/0001-76;MICROEMPRESA;14/07/1987;Em Operação;Restaurante, Cafeteria, Bar e Similares;69950-000;AC;Manoel Urbano; - ;Sem Logradouro; - ;(68)9911-6795;estelasouza2011@hotmail.com;estelasouza2011@hotmail.com; - ;02/05/2017 11:48:01;02/05/2019 00:00:00;14.329.809/0001-76;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
MARIA ANITA ROCHA DA COSTA;RESTAURANTE E LANCHONETE FRUTOS DO MAR;14.335.292/0001-28;MICROEMPRESA;22/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;49250-000;SE;Indiaroba; - ;praia de Terra Caída;casa;(79)9965-4701;poetisalevitadejesus@gmail.com;frutosdomarterra@gmail.com; - ;26/04/2018 17:21:03;26/04/2020 17:21:03;14.335.292/0001-28;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Cozinha regional|Brasileira
GILBERTO FERREIRA MACHADO 43366503220;CHURRASCARIA DO BETO;14.338.987/0001-63;MICROEMPRESA;22/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;69935-000;AC;Assis Brasil; - ;Sem Logradouro; - ;(68)3548-1228;churrascariadobeto@hotmail.com;churrascariadobeto@hotmail.com; - ;13/07/2017 12:27:44;13/07/2019 00:00:00;14.338.987/0001-63;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Empresário Individual; - ; - 
ADALGISA FERREIRA CLEMENTINO 19637543287;RESTAURANTE DO QUIXADÁ;14.353.923/0001-31;MICROEMPRESA;26/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;69901-516;AC;Cruzeiro do Sul;São Francisco;do São Francisco; - ;(68)9204-4638;lulu.marcia@hotmail.com;lulu.marcia@hotmail.com; - ;19/04/2018 13:36:38;19/04/2020 13:36:38;14.353.923/0001-31;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Cozinha regional
NORTE BUSINESS HOTELARIA E TURISMO EIRELI;Nobile Suítes Gran Lumni Hotel;14.361.411/0001-17;EMPRESA DE PEQUENO PORTE;23/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;69900-379;AC;Rio Branco;Bosque;Ceará;- de 1602 a 2298 - lado par;(68)3212-3100;licitacoes.nsrb@nobilehoteis.com.br;licitacoes.nsrb@nobilehoteis.com.br;;18/04/2017 12:50:08;18/04/2019 00:00:00;14.361.411/0001-17;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira
ESPINDOLA & YAMADA RESTAURANTE E POUSADA LTDA;POUSADA LARICAS;14.361.730/0001-22;MICROEMPRESA;27/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;23970-000;RJ;Paraty; - ;avenida dr sobral pinto 2299;;(24)3371-2699;MANUERANGEL@HOTMAIL.COM;MANUERANGEL@HOTMAIL.COM; - ;16/04/2018 16:21:06;16/04/2020 16:21:06;14.361.730/0001-22;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
ANTONIO F DE SOUZA;RESTAURANTE LIDER;14.362.875/0001-48;MICROEMPRESA;14/02/1989;Em Operação;Restaurante, Cafeteria, Bar e Similares;69960-000;AC;Feijó; - ;Sem Logradouro; - ;(68)3463-2471;lider_fj@hotmail.com;lider_fj@hotmail.com; - ;10/10/2016 12:59:28;10/10/2018 00:00:00;14.362.875/0001-48;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
I S C DE MEDEIROS;BIG GASTRONOMIA;14.364.004/0001-63;MICROEMPRESA;10/03/1989;Em Operação;Restaurante, Cafeteria, Bar e Similares;69908-650;AC;Rio Branco;Loteamento Santa Helena;Santa Luzia; - ;(68)3224-4282;biggastronomia@gmail.com;biggastronomia@gmail.com;www.biglanche.com.br;27/04/2017 11:56:47;27/04/2019 00:00:00;14.364.004/0001-63;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
CLAUDINEIA MOREIRA PESSOA;RESTAURANTE E LANCHONETE TEMPERO BRASILEIRO;14.374.873/0001-79;MICROEMPRESA;28/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;79965-000;MS;Itaquiraí; - ;Av. Industrial;salão;(67)3476-1999;tais_nicacio@hotmail.com;neiavil@hotmail.com; - ;07/03/2018 12:56:32;07/03/2020 12:56:32;14.374.873/0001-79;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
C A E - SERVICOS GASTRONOMICOS E EVENTOS LTDA - EPP;C A E  - SERVIÇOS E EVENTOS;14.376.253/0001-79;EMPRESA DE PEQUENO PORTE;13/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;56304-610;PE;Petrolina;Centro;Olímpio Virgílio; - ;(87)2101-3777;c.receber@jbhotel.com.br;c.receber@jbhotel.com.br; - ;25/07/2017 08:38:52;25/07/2019 00:00:00;14.376.253/0001-79;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
GABRIEL HENRIQUE TRIACCA;VILLA TRIACCA ECO POUSADA;14.378.555/0001-86;MICROEMPRESA;04/07/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;71589-899;DF;Brasília;Área Rural do Paranoá;Rural; - ;(61)8463-1939;villatriacca@villatriacca.com.br;villatriacca@villatriacca.com.br;www.villatriacca.com.br;23/04/2018 16:58:43;23/04/2020 16:58:43;14.378.555/0001-86;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira|Italiana
ARLETE VIEIRA ALVES;BUTEKO DO PUXINHA;14.395.661/0001-78;MICROEMPRESA;03/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;75833-022;GO;Mineiros;Setor Costa Nery;Três;;(64)3661-4636;FORMATO.CONTABIL@HOTMAIL.COM;FORMATO.CONTABIL@HOTMAIL.COM; - ;28/09/2018 10:57:31;28/09/2020 10:57:31;14.395.661/0001-78;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Empresário (Individual); - ;Brasileira|Cozinha regional
R S LIRA;LIRAS LANCHE;14.413.090/0001-57;MICROEMPRESA;28/10/1987;Em Operação;Restaurante, Cafeteria, Bar e Similares;69908-210;AC;Rio Branco; - ;Sem Logradouro; - ;(68)3227-2293;liras.lanche@hotmail.com;liras.lanche@hotmail.com;www.liras.com.br;03/10/2017 12:33:36;03/10/2019 00:00:00;14.413.090/0001-57;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário (Individual); - ;Brasileira
ALCIONE GOMES ROCHA 06947427673;BEIJINHO DOCE;14.435.842/0001-80;MICROEMPRESA;10/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;39670-000;MG;Itamarandiba; - ;Rua Aloísio Andrade Câmara, Nº. 168, loja 03, Centro   ;;(38)9852-7585;valdirenemourao@hotmail.com;valdirenemourao@hotmail.com; - ;11/07/2018 13:07:29;11/07/2020 13:07:29;14.435.842/0001-80;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Cafeteria;Empresário Individual; - ;Brasileira
SUB 04 GASTRONOMIA EIRELI;SUB 04 GASTRONOMIA EIRELI - EPP;14.440.786/0001-72;EMPRESA DE PEQUENO PORTE;10/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;25961-147;RJ;Teresópolis;Alto;Oliveira Botelho; - ;(21)2642-0548;controlergruposubmarino@gmail.com;controlergruposubmarino@gmail.com; - ;01/11/2017 10:03:34;01/11/2019 00:00:00;14.440.786/0001-72;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Italiana
ELIANA MARTINS NUNES 01609675380;*****************************************;14.447.501/0001-25;MICROEMPRESA;13/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;60060-400;CE;Fortaleza;Praia de Iracema;Padre Justino; - ;(85)3393-6590;contato@jpscontabilidade.com.br;contato@jpscontabilidade.com.br; - ;31/10/2017 17:44:46;31/10/2019 00:00:00;14.447.501/0001-25;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual; - ; - 
VENZEL E CIA LTDA;TULIPA LANCHONETE E RESTAURANTE;14.478.093/0001-79;EMPRESA DE PEQUENO PORTE;31/08/1987;Em Operação;Restaurante, Cafeteria, Bar e Similares;69301-110;RR;Boa Vista;Centro;Major Williams;- de 803 a 99997 - lado ímpar;(95)3624-4762;paulavenzel@gmail.com;danymarinho33@gmail.com; - ;07/05/2018 11:02:44;07/05/2020 11:02:44;14.478.093/0001-79;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Espanhol;Brasileira|Japonesa
LITORAL NORTE TURISMO EIRELI;MAR & CIA;14.488.805/0001-30;EMPRESA DE PEQUENO PORTE;07/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;57935-000;AL;Paripueira; - ;Sem Logradouro; - ;(82)3293-2031;michele@piscinasnaturais.com.br;michele@piscinasnaturais.com.br; - ;09/10/2018 15:33:43;09/10/2020 15:33:43;14.488.805/0001-30;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Espanhol|Inglês;Cozinha regional
L. T. A COMERCIO DE ALIMENTOS E CORRELATOS LTDA;TENDA OYSHII;14.506.796/0001-63;MICROEMPRESA;20/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;69907-650;AC;Rio Branco;Santa Inês;5 de Maio; - ;(68)3227-7733;tendaoyshii@gmail.com;tendaoyshii@gmail.com; - ;12/06/2018 12:55:05;12/06/2020 12:55:05;14.506.796/0001-63;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Espanhol;Chinesa
CHURRASCARIA 3 IRMAOS DA RAPOSO TAVARES LTDA;CHURRASCARIA VARANDA;14.508.223/0001-79;EMPRESA DE PEQUENO PORTE;05/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;06707-000;SP;Cotia; - ;Sem Logradouro; - ;(11)4702-2360;varandachurrascaria@hotmail.com;varandachurrascaria@hotmail.com;www.varandachurrascaria.com.br;14/09/2017 12:57:33;14/09/2019 00:00:00;14.508.223/0001-79;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional
EDIO FIGUEIRA;RESTAURANTE DO LAGO ;14.508.495/0001-79;MICROEMPRESA;21/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;88715-000;SC;Jaguaruna; - ;Sem Logradouro; - ;(48)9992-6000;restaurantedolago2011@hotmail.com;restaurantedolago2011@hotmail.com; - ;22/08/2017 13:39:07;22/08/2019 00:00:00;14.508.495/0001-79;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
SS EMPREENDIMENTOS LTDA;RESTAURANTE E PIZZARIA CHEF & CHEF;14.533.742/0001-97;EMPRESA DE PEQUENO PORTE;24/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;89460-000;SC;Canoinhas; - ;Sem Logradouro; - ;(47)3622-7290;restaurantechefchef@hotmail.com;restaurantechefchef@hotmail.com; - ;03/02/2017 12:08:03;03/02/2019 00:00:00;14.533.742/0001-97;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
MARIO GOMES DA SILVA - INDUSTRIAL FOODS - EPP;INDUSTRIAL FOODS SOLUÇÕES EM ALIMENTAÇÃO;14.534.979/0001-92;EMPRESA DE PEQUENO PORTE;27/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;74775-024;GO;Goiânia;Conjunto Palmares;Dona Yara Azevedo Malta de Sá; - ;(62)3926-1061;mario.silva@industrialfoods.com.br;mario.silva@industrialfoods.com.br; - ;21/11/2016 11:21:04;21/11/2018 00:00:00;14.534.979/0001-92;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
F. FEITOSA DA SILVA;CHURRASCARIA VILHENA;14.561.699/0001-73;MICROEMPRESA;31/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;69945-000;AC;Acrelândia; - ;Sem Logradouro; - ;(68)3235-1800;roniraj@hotmail.com;roniraj@hotmail.com; - ;13/06/2017 11:44:22;13/06/2019 00:00:00;14.561.699/0001-73;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
JOSE ADRIANO DA SILVA 08385677461;PARE E LANCHE;14.577.473/0001-60;MICROEMPRESA;07/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;57820-000;AL;Murici; - ;Sem Logradouro; - ;(82)9913-4671;pareelanche@hotmail.com;pareelanche@hotmail.com; - ;04/10/2017 09:41:22;04/10/2019 00:00:00;14.577.473/0001-60;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Empresário Individual; - ; - 
BALUARTE EMPREENDIMENTOS TURISTICOS LTDA - ME;BALUARTE ECOTURISMO;14.587.817/0001-12;MICROEMPRESA;28/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;65580-000;MA;Tutóia; - ;Sem Logradouro; - ;(98)3479-1380;contato@baluarte.tur.br;contato@baluarte.tur.br;baluarteecoturismo.com.br;15/08/2017 15:14:03;15/08/2019 00:00:00;14.587.817/0001-12;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Cozinha regional
ALANIA FERNANDA DA COSTA BARROS;ALANIA FERNANDA DA COSTA BARROS ME;14.593.087/0001-62;MICROEMPRESA;20/10/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;57150-000;AL;Pilar; - ;Sem Logradouro; - ;(82)3265-1265;alaniabarros@hotmail.com;alaniabarros@hotmail.com; - ;15/03/2018 09:44:52;15/03/2020 09:44:52;14.593.087/0001-62;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira
M. A. BIANCHI;RECANTO FAMILIA BIANCHI;14.608.684/0001-13;MICROEMPRESA;11/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;68915-000;AP;Ferreira Gomes; - ;Sem Logradouro; - ;(96)9911-7900;mariobbianchi@live.com;mariobbianchi@live.com; - ;09/08/2017 11:29:40;09/08/2019 00:00:00;14.608.684/0001-13;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual; - ; - 
CARINA APARECIDA SALVIATO 30674076877;Pimenta's Bar;14.615.929/0001-30;MICROEMPRESA;15/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;13710-000;SP;Tambaú; - ;R CORONEL JOSE MEIRELLES, 29;;(19)9922-4582;carinaaptambau@outlook.com;carinaaptambau@outlook.com; - ;23/08/2018 10:41:24;23/08/2020 10:41:24;14.615.929/0001-30;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário (Individual); - ;Cozinha regional|Brasileira
GERSON DE MELO VIEIRA 71538089904;GERSON DE MELO VIEIRA 71538089904 ;14.620.339/0001-03;MICROEMPRESA;16/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;84290-000;PR;Sapopema; - ;PC antonio batista ribas s/n;;(43)8431-3758;jonasgodeny@yahoo.com.br;jonasgodeny@yahoo.com.br; - ;24/05/2018 11:25:03;24/05/2020 11:25:03;14.620.339/0001-03;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Empresário Individual; - ;Brasileira
WAGNER LIRA MARQUES 08596862480;RESTAURANTE BODE ASSADO SARAPÓ;14.655.458/0001-93;MICROEMPRESA;22/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro; - ;(87)9966-2158;ciceraptorres@hotmail.com;ciceraptorres@hotmail.com; - ;04/08/2017 09:33:12;04/08/2019 00:00:00;14.655.458/0001-93;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual; - ; - 
ANTONIO APARECIDO DOS SANTOS & CIA LTDA - ME;RESTAURANTE E LANCHONETE VALE VERDE;14.673.976/0001-30;MICROEMPRESA;16/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;78820-000;MT;Jaciara; - ;Sem Logradouro; - ;(66)3461-1235;valeverdejaciara@hotmail.com;valeverdejaciara@hotmail.com; - ;08/02/2017 18:18:14;08/02/2019 00:00:00;14.673.976/0001-30;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
PAULO PEREIRA DA SILVA 54045223991;Gastro Pub Grota Bier;14.680.943/0001-17;MICROEMPRESA;28/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;88990-000;SC;Praia Grande; - ;Rua Abel Esteves de Aguiar 588;;(48)3532-1474;aluapk@hotmail.com;aluapk@hotmail.com; - ;21/08/2018 14:15:21;21/08/2020 14:15:21;14.680.943/0001-17;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Empresário Individual; - ;Cozinha regional
