Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Estrutura Básica;Tipo de Atividade;Natureza Jurídica;Línguas;Capacidade de Lugares
SUR RESTAURANT GRILL LTDA;SUR RESTAURANT GRILL LTDA - ME;14.921.227/0001-84;MICROEMPRESA;19/01/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88502-203;SC;Lages;Centro;Correia Pinto; - ;(49)3222-7526;adm_muzzarella@gmail.com;adm_muzzarella@gmail.com;www.restaurantesur.com.br;07/11/2017 14:36:14;14.921.227/0001-84;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
FARIAS & ALVES POUSADA E CHURRASCARIA LTDA;POUSADA E RESTAURANTE MANO FILHO;14.942.052/0001-91;MICROEMPRESA;07/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;57955-000;AL;Maragogi; - ;Sem Logradouro; - ;(82)8823-5190;celinacupertino@hotmail.com;celinacupertino@hotmail.com;WWW.VILADETAIPA.COM.BR;01/03/2018 15:03:19;14.942.052/0001-91;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
MERCEDES NOGUEIRA DA ROCHA;CANTINHO DO PALADAR;14.951.612/0001-74;MICROEMPRESA;27/01/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;79904-686;MS;Ponta Porã;Centro;Guia Lopes;- até 519 - lado ímpar;(67)3431-5295;mercescristina.rocha@hotmail.com;mercescristina.rocha@hotmail.com; - ;16/05/2018 11:19:06;14.951.612/0001-74;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
VARNEVAL ARAGAO BARBOSA;POSTO E LANCHONETE BAVI;14.954.085/0001-51;MICROEMPRESA;29/07/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;45445-000;BA;Camamu; - ;terreio;;(73)9914-8139;aragaovarneval@hotmail.com;aragaovarneval@hotmail.com; - ;06/04/2018 15:08:10;14.954.085/0001-51;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual;| Português; - 
FRANCISCO NOGUEIRA GONCALVES - ME;ESPACO CAFE;14.962.818/0001-08;MICROEMPRESA;27/01/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;62580-000;CE;Acaraú; - ;Rua expedito farias, 123;;(88)9695-8000;andrade.marcia@hotmail.com;andrade.marcia@hotmail.com; - ;05/02/2018 19:05:49;14.962.818/0001-08;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Cafeteria;Empresário (Individual); - ; - 
JCMX ALIMENTACAO LTDA - EPP;MARBELI RESTAURANTE;14.975.728/0001-43;EMPRESA DE PEQUENO PORTE;31/01/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;58045-050;PB;João Pessoa;Cabo Branco;Marcionila da Conceição; - ;(83)8797-1720;jcmx.marbeli@hotmail.com;jcmx.marbeli@hotmail.com; - ;20/12/2017 14:22:18;14.975.728/0001-43;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
S A DE SOUSA & CIA LTDA - ME;PANIFICADORA DOCE SABOR;14.983.503/0001-39;MICROEMPRESA;31/01/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;76510-000;GO;Crixás; - ;Sem Logradouro; - ;(62)3365-1066;condadoscontabilidade@gmail.com;condadoscontabilidade@gmail.com; - ;19/06/2017 10:48:32;14.983.503/0001-39;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Sociedade Empresária Limitada; - ; - 
I F DE LIMA BEIRA MINA - ME;TROPICAL RESTAURANTE BAR;14.997.785/0001-23;MICROEMPRESA;01/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;76500-000;GO;Santa Terezinha de Goiás; - ;Sem Logradouro; - ;(62)3339-6658;st-acecomh@hotmail.com;st-acecomh@hotmail.com; - ;14/06/2017 14:55:05;14.997.785/0001-23;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
FADUL & MOTA LTDA;RESTAURANTE GARAGEM BAR;15.020.672/0001-36;MICROEMPRESA;08/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;69930-000;AC;Xapuri; - ;Sem Logradouro; - ;(68)9911-5964;evelinemota@outlook.com;evelinemota@outlook.com; - ;01/03/2018 12:44:15;15.020.672/0001-36;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol; - 
GIOVANNA MAIA EIRELI - ME;LOCA COMO TU MADRE;15.056.816/0001-04;MICROEMPRESA;10/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;70353-530;DF;Brasília;Asa Sul;CLS 306 Bloco C; - ;(61)3039-6990;locacomotumadre.brasilia@gmail.com;locacomotumadre.brasilia@gmail.com; - ;08/07/2016 14:50:43;15.056.816/0001-04;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);| Espanhol | Inglês; - 
JOSUEL ANTONIO DE LIMA - ME;RESTAURANTE PANELA DE BARRO;15.064.594/0001-71;MICROEMPRESA;27/01/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;57955-000;AL;Maragogi; - ;RUA CORONEL ROMULO DE MORAES, 58;;(82)9884-5187;contato@paneladebarromaragogi.com.br;reservas@paneladebarromaragogi.com.br;http://www.paneladebarromaragogi.com.br;09/02/2018 10:40:40;15.064.594/0001-71;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
ELOY MIOTELI 21578443920;ELOY MIOTELI 21578443920;15.064.776/0001-42;MICROEMPRESA;16/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88862-000;SC;Treviso; - ;Sem Logradouro; - ;(48)3469-0364;rosiane_mioteli@hotmail.com;rosiane_mioteli@hotmail.com; - ;29/11/2017 17:15:30;15.064.776/0001-42;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual;| Italiano; - 
PESQUE PAGUE E RESTAURANTE TIA MARIA LTDA;PESQUE PAGUE TIA MARIA;15.074.463/0001-75;MICROEMPRESA;16/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88740-000;SC;Armazém; - ;Sem Logradouro; - ;(48)3645-0012;pesquepague_tiamaria@hotmail.com;pesquepague_tiamaria@hotmail.com; - ;30/11/2017 17:24:53;15.074.463/0001-75;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Alemão; - 
JOSE EDIVALDO DO ROSARIO SOUSA 72882620225;capital social ;15.087.937/0001-13;MICROEMPRESA;24/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;68360-000;PA;Senador José Porfírio; - ;casa;proximo ao cemiterio;(93)9153-2469;edivaldostyllus@gmail.com;edivaldostyllus@gmail.com;edivaldostyllus@gmail.com;18/04/2018 09:18:43;15.087.937/0001-13;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresário Individual; - ; - 
ADEMAR RODRIGUES DOS SANTOS;POUSADA ESTANCIA DA MATA;15.098.341/0001-19;MICROEMPRESA;27/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;78460-000;MT;Nobres; - ;Coqueiral;;(65)9321-3152;estanciadamata@hotmail.com;estanciadamata@hotmail.com; - ;06/04/2018 14:54:50;15.098.341/0001-19;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
SUSANA CRISTINA SANTOS DA SILVA UEHARA - ME;ICE BERG;15.099.398/0001-32;MICROEMPRESA;27/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;79700-000;MS;Fátima do Sul; - ;Sem Logradouro; - ;(67)9963-1436;susanaeyuzi@gmail.com;susanaeyuzi@gmail.com; - ;27/11/2017 10:38:18;15.099.398/0001-32;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresário (Individual);| Japonês; - 
ARGEMIRO MACIEL - ME;RESTAURANTE VITÓRIA;15.104.509/0001-51;MICROEMPRESA;28/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;79390-000;MS;Bodoquena; - ;Sem Logradouro; - ;(67)9992-1084;alexwutzkee@gmail.com;alexwutzkee@gmail.com; - ;25/07/2017 12:47:12;15.104.509/0001-51;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
VALTER ALVES DA PAIXAO;LANCHONETE TROPICAL;15.153.191/0001-07;MICROEMPRESA;06/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;39827-000;MG;Poté; - ;Avenida Getulio Vargas,n°945, Poté;;(33)8829-0540;GEPORTO@OI.COM.BR;GEPORTO@OI.COM.BR; - ;26/06/2018 09:59:59;15.153.191/0001-07;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
PORTAL LANCHES E CHOPERIA LTDA;PORTAL LANCHES;15.154.021/0001-39;MICROEMPRESA;29/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;89107-000;SC;Pomerode; - ;Sem Logradouro; - ;(47)3387-3679;portalanches@hotmail.com;portalanches@hotmail.com; - ;06/09/2017 14:31:51;15.154.021/0001-39;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Sociedade Empresária Limitada;| Alemão; - 
ROBERTO CARLOS DA SILVA 51438470606;ROBERTO LANCHES;15.157.903/0001-58;MICROEMPRESA;07/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;37542-000;MG;Estiva; - ;Sem Logradouro; - ;(35)9841-3589;silvarc2003@gmail.com;silvarc2003@gmail.com; - ;03/07/2017 10:45:46;15.157.903/0001-58;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - ;Empresário Individual; - ; - 
ELLO HOTEL LTDA;ELLO HOTEL;15.163.577/0001-91;MICROEMPRESA;06/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;63503-790;CE;Iguatu;Cajazeiras;CE-060; - ;(88)3582-0999;eleniltonlopes@gmail.com;atendimento@ellohotel.com.br;www.ellohotel.com.br;06/04/2018 17:03:05;15.163.577/0001-91;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Português; - 
JJ PADARIA LANCHONETE E RESTAURANTE LTDA;DELICIAS DO TRIGO;15.186.351/0001-06;MICROEMPRESA;13/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88780-000;SC;Imbituba; - ;Sem Logradouro; - ;(48)3255-3507;tailor_df@yahoo.com.br;tailor_df@yahoo.com.br; - ;19/09/2017 15:29:43;15.186.351/0001-06;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
EVONALDO MARTINS DE LIMA 48398713291;PIZZARIA,SORVETERIA A LA CARTE MADU;15.193.424/0001-97;MICROEMPRESA;14/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;69925-000;AC;Senador Guiomard; - ;Sem Logradouro; - ;(68)3232-3021;evonaldo.acre@gmail.com;evonaldo.acre@gmail.com; - ;03/10/2017 12:37:04;15.193.424/0001-97;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ; - ;Empresário Individual; - ; - 
CHUVEIRAO LANCHES LTDA;CHUVEIRÃO LANCHES;15.194.278/0001-14;MICROEMPRESA;14/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88715-000;SC;Jaguaruna; - ;Sem Logradouro; - ;(48)9998-7112;chuveirao.jagua@hotmail.com;chuveirao.jagua@hotmail.com; - ;22/08/2017 13:11:23;15.194.278/0001-14;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
JOCIMARA APARECIDA DE PAULA 04207667903;JOCIMARA APARECIDA DE PAULA 04207667903 ;15.194.870/0001-16;MICROEMPRESA;14/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;84290-000;PR;Sapopema; - ;Av. manoel Ribas 100;;(43)8444-9782;jonasgodeny@yahoo.com.br;jonasgodeny@yahoo.com.br; - ;24/05/2018 11:27:58;15.194.870/0001-16;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Empresário Individual; - ; - 
MURIEL RICKEN CARDOSO 06017546970;MURIEL RICKEN CARDOSO 06017546970;15.217.323/0001-09;MICROEMPRESA;19/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88765-000;SC;São Martinho; - ;Sem Logradouro; - ;(48)9960-0131;contabilidadeeffting@hotmail.com;contabilidadeeffting@hotmail.com; - ;16/08/2017 17:45:00;15.217.323/0001-09;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ; - ;Empresário Individual; - ; - 
WALTER ROBSON P.VIANA RESTAURANTE & LANCHONETE EIRELI;GIRASSOL RESTAURANTE & LANCHONETE;15.233.969/0001-80;MICROEMPRESA;20/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;39680-000;MG;Capelinha; - ;Praça do Povo, 43, CENTRO;;(33)3516-1151;ARANASC@UAI.COM.BR;ARANASC@UAI.COM.BR; - ;04/06/2018 09:26:23;15.233.969/0001-80;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
IRMAOS PRODOCIMO RESTAURANTE LTDA.;RESTAURANTE E CHURRASCARIA PRODOCIMO;15.238.467/0001-41;EMPRESA DE PEQUENO PORTE;07/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;97500-510;RS;Uruguaiana; - ;Sem Logradouro; - ;(55)3413-6335;churrascariaprodocimo@hotmail.com;churrascariaprodocimo@hotmail.com; - ;05/05/2017 11:55:55;15.238.467/0001-41;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
JOAO DE AZEVEDO 45087393934;Bar e Camping Tio João;15.254.400/0001-09;MICROEMPRESA;23/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;89086-370;SC;Indaial;Encano;Reinhold Schroeder ;17111;(47)3309-4152;societario@escritoriomalkowski.com.br;societario@escritoriomalkowski.com.br; - ;28/05/2018 12:06:42;15.254.400/0001-09;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;Bar;Empresário Individual;| Português; - 
POUSADA SOSSEGO SURFCAMP LTDA;SOSSEGO SURFCAMP;15.263.622/0001-80;MICROEMPRESA;08/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;59178-000;RN;Tibau do Sul; - ;152;;(84)3246-4418;brisacassia@gmail.com;brisacassia@gmail.com; - ;23/04/2018 10:56:52;15.263.622/0001-80;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Francês | Inglês | Português; - 
CONVENIENCIA E LANCHONETE SANTA FE LTDA;CONVENIENCIA E LANCHONETE SANTA FE LTDA - ME;15.263.991/0001-72;MICROEMPRESA;26/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88509-501;SC;Lages;Coral;Presidente Vargas; - ;(49)3224-5323;armazem_santafe@yahoo.com.br;armazem_santafe@yahoo.com.br;www.santafelages.com.br;29/09/2017 16:34:49;15.263.991/0001-72;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
RIPA RESTAURANTE & PIZZARIA EIRELI;RIPA PIZZARIA & RESTAURANTE;15.287.638/0001-22;MICROEMPRESA;28/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;39680-000;MG;Capelinha; - ;Rua João Alves Sampaio , 445 , Maria Lucia;;(33)3516-1151;ARANASC@UAI.COM.BR;ARANASC@UAI.COM.BR; - ;04/06/2018 09:26:56;15.287.638/0001-22;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
HOTEL RENASCER LTDA - ME;HOTEL RENASCER;15.296.680/0001-00;MICROEMPRESA;30/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;75650-000;GO;Morrinhos; - ;Sem Logradouro; - ;(64)3413-1280;hotelrenascerltda@gmail.com;hotelrenascerltda@gmail.com; - ;21/03/2017 08:13:25;15.296.680/0001-00;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
RAQUEL APARECIDA DE MORAES LAMBERT 94822115615;EMPORIO SERRA DE MINAS;15.297.604/0001-19;MICROEMPRESA;31/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;37605-000;MG;Córrego do Bom Jesus; - ;Rodovia.MG 295,N º 1111;casa;(35)8708-7904;digiveiga@hotmail.com;digiveiga@hotmail.com; - ;11/06/2018 16:50:32;15.297.604/0001-19;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Cafeteria;Empresário Individual; - ; - 
RAMON DA SILVA SIMOES 91706386591;ARMAZEM DO REINO;15.302.596/0001-51;MICROEMPRESA;02/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;41950-600;BA;Salvador;Rio Vermelho;Borges dos Reis; - ;(71)9960-9346;ramon.reinovegetal@gmail.com;ramon.reinovegetal@gmail.com; - ;24/08/2016 17:24:08;15.302.596/0001-51;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual;| Espanhol | Francês | Inglês | Italiano; - 
ARLISON JOSE SANTOS REIS;RESTAURANTE PINDOBAL;15.327.133/0001-44;DEMAIS;30/07/1987;Em Operação;Restaurante, Cafeteria, Bar e Similares;68143-000;PA;Belterra; - ;Sem Logradouro; - ;(93)9919-5988;arlisonlica123@gmail.com;arlisonlica123@gmail.com; - ;19/12/2017 10:50:12;15.327.133/0001-44;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
GHELLERE E GHELLERE PIZZARIA E GALETERIA LTDA;CASA DO CHICO GHELLERE;15.332.308/0001-01;EMPRESA DE PEQUENO PORTE;09/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88865-000;SC;Nova Veneza; - ;Sem Logradouro; - ;(48)3436-5466;ghellere@ghellere.com.br;ghellere@ghellere.com.br; - ;21/08/2017 15:04:00;15.332.308/0001-01;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
A GUILHERMINO IMP & EXP;RESTAURANTE ARENA DO APETITE;15.338.675/0001-12;MICROEMPRESA;02/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;69934-000;AC;Epitaciolândia; - ;Sem Logradouro; - ;(68)3546-4873;aristondm2010@gmail.com;aristondm2010@gmail.com; - ;11/06/2018 11:42:49;15.338.675/0001-12;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
RESTAURANTE FAXINAL LTDA;DIVINA GULA;15.358.731/0001-80;MICROEMPRESA;02/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;86840-000;PR;Faxinal; - ;RUA JOSÉ MARTINS VIEIRA 300;;(43)9643-6838;turismo@faxinal.pr.gov.br;turismo@faxinal.pr.gov.br; - ;23/05/2018 12:42:09;15.358.731/0001-80;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Português; - 
ELZA APARECIDA DAS NEVES CASSARO 74264303915;PIRA RESTAURANTE;15.359.986/0001-68;MICROEMPRESA;13/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;79200-000;MS;Aquidauana; - ;Sem Logradouro; - ;(67)3257-1071;pirarestaurante@hotmail.com;pirarestaurante@hotmail.com; - ;26/06/2017 11:19:13;15.359.986/0001-68;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
SCHMIDT BAR E RESTAURANTE LTDA;BA'KING BAR E RESTAURANTE;15.364.571/0001-82;MICROEMPRESA;13/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;89150-000;SC;Presidente Getúlio; - ;Sem Logradouro; - ;(47)9914-5891;ivanschm@gmail.com;ivanschm@gmail.com; - ;11/10/2017 17:09:11;15.364.571/0001-82;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
NEIDE DE SOUZA FERREIRA - ME;ARMAZEM JOAO SIMAO;15.369.191/0001-30;MICROEMPRESA;16/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;79500-000;MS;Paranaíba; - ;Sem Logradouro; - ;(67)3668-0896;amzjoaosimao@gmail.com;amzjoaosimao@gmail.com; - ;01/06/2017 12:30:35;15.369.191/0001-30;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;Bar;Empresário (Individual); - ; - 
LEO ESPACO GOURMET LTDA;MR  CHEF'S;15.391.798/0001-17;MICROEMPRESA;19/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;39100-000;MG;Diamantina; - ;Sem Logradouro; - ;(38)8829-3068;mr.chefs@htmail.com;mr.chefs@htmail.com; - ;20/09/2016 10:32:40;15.391.798/0001-17;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
E S ODASHIRO ORGANIZACAO E EVENTOS;E S ODASHIRO ORGANIZAÇÃO E EVENTOS ME;15.417.591/0001-74;MICROEMPRESA;23/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;69304-560;RR;Boa Vista;Mecejana;Glaycon de Paiva; - ;(95)3621-7100;seiti1@gmail.com;seiti1@gmail.com;www.boavistaecohotel.com;13/11/2017 14:10:51;15.417.591/0001-74;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual);| Espanhol | Inglês; - 
AWA EMPREENDIMENTOS TURISTICOS LTDA. - ME;POUSADA E RESTAURANTE SANTIAGO;15.427.306/0001-04;MICROEMPRESA;09/02/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;57210-000;AL;Piaçabuçu; - ;Sem Logradouro; - ;(82)3552-1208;awapousadasantiago@hotmail.com;awapousadasantiago@hotmail.com; - ;10/02/2017 09:58:02;15.427.306/0001-04;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
TIO PATINHAS TRANSPORTE E LANCHONETE LTDA - ME;TIO PATINHAS TRANSPORTE E LANCHONETE LTDA-ME;15.463.332/0001-80;MICROEMPRESA;02/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;75830-000;GO;Mineiros; - ;Sem Logradouro; - ;(64)3661-4518;clovisvimar@hotmail.com;contato.ortec@gmail.com; - ;07/04/2017 14:06:37;15.463.332/0001-80;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Sociedade Empresária Limitada; - ; - 
VERDIANO BEZERRA FEITOSA 00391039270;RESTAURANTE 3 IRMÃOS;15.485.640/0001-06;MICROEMPRESA;07/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;69927-000;AC;Porto Acre; - ;Sem Logradouro; - ;(68)9986-7464;verdiano2010@hotmail.com;verdiano2010@hotmail.com; - ;26/02/2018 12:48:29;15.485.640/0001-06;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
LINO & LOPES LTDA - ME;PANIFICADORA DORABELLA;15.505.694/0001-96;MICROEMPRESA;08/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;79180-000;MS;Ribas do Rio Pardo; - ;Sem Logradouro; - ;(67)9962-9624;godoi.martins@hotmail.comj;godoi.martins@hotmail.comj; - ;27/11/2017 13:40:32;15.505.694/0001-96;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Sociedade Empresária Limitada; - ; - 
LAMARE LANCHONETE & RESTAURANTE LTDA;LAMARE LANCHONETE & RESTAURANTE;15.511.641/0001-88;MICROEMPRESA;09/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;29650-000;ES;Santa Teresa; - ;Sem Logradouro; - ;(27)3259-2084;laurita.duarte@hotmail.com;laurita.duarte@hotmail.com; - ;13/03/2017 14:32:38;15.511.641/0001-88;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
TATIANA GUETNER DE MATOS 03736134908;TATIANA GUETNER DE MATOS 03736134908;15.525.480/0001-81;MICROEMPRESA;14/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;88715-000;SC;Jaguaruna; - ;Sem Logradouro; - ;(48)9996-3901;tatianaguetnerdematos@gmail.com;tatianaguetnerdematos@gmail.com; - ;22/08/2017 15:55:20;15.525.480/0001-81;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ; - ;Empresário Individual; - ; - 
JOSCILENE PEREIRA DA CUNHA CARVALHO 01147125147;LANCHONETE E PADARIA 2 IRMÃOS;15.564.428/0001-34;MICROEMPRESA;21/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;79460-000;MS;Corguinho; - ;Sem Logradouro; - ;(67)3256-1286;joscilene.ms@hotmail.com;joscilene.ms@hotmail.com; - ;04/12/2017 11:35:04;15.564.428/0001-34;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - ;Empresário Individual; - ; - 
MAURO GUILHERME GONCALVES MASCARIN 03830468903;MARIA BEMOL BAR;15.565.295/0001-10;MICROEMPRESA;21/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;11990-000;SP;Cananéia; - ;Avenida Beira Mar 209;;(43)9995-1261;mauro_mascarin@hotmail.com;mauro_mascarin@hotmail.com; - ;08/05/2018 12:20:22;15.565.295/0001-10;5611-2/01 - RESTAURANTES E SIMILARES; - ;Bar;Empresário Individual;| Inglês | Espanhol | Italiano; - 
A & F RESTAURANTE LTDA;RESTAURANTE TANTICO;15.589.816/0001-70;MICROEMPRESA;18/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;69932-000;AC;Brasiléia; - ;Sem Logradouro; - ;(68)9922-4192;sentabil@bol.com.br;sentabil@bol.com.br; - ;13/07/2017 12:38:28;15.589.816/0001-70;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
JAVA INDUSTRIA DE SORVETES EIRELI;JAVA SORVETES;15.613.922/0002-22;EMPRESA DE PEQUENO PORTE;27/02/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;57030-180;AL;Maceió;Pajuçara;Doutor Lessa de Azevedo; - ;(82)3231-8833;financeiro@sorvetesbali.com.br;financeiro@sorvetesbali.com.br; - ;23/01/2017 17:52:09;15.613.922/0002-22;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
